title,channel_name,views,subs,publish_time,channel_id,video_id
[독일피엠1위사업가]독일PM 저분자 펩타이드 콜라겐 뷰티드링크 이렇게 다릅니다,독일피엠 박태하,5178,2030,2021-01-18T23:00:02Z,UCiqHlWf2r1Fr7o4Oe7dSwSw,8L6lqaXHiJU
"수술없이 #솟은두상 , #콘헤드  내려주는 셀프마사지 위뷰티 내손성형라이브 195회",골근위수영뷰티아카데미,21527,622000,2021-01-27T09:00:19Z,UC854UQk63V8afMRnhcH_C7g,WKr3GU40svc
"사람이 죽었는데 웃는 소년...? | 영화 &#39;아메리칸 뷰티&#39;  [영화해석, 결말포함]",아웃클라쓰 스튜디오,3296,664,2020-12-11T13:30:03Z,UCLlHx2GuxkUUMr0MebLBZtQ,ibG37pfVWv4
"헤어뷰티 김명해 교수 인터뷰 영상, 학과소개, 전망과 취창업 / 2021년 상반기 교육생 모집 / 주간1년, 야간6개월 / 2월12일까지",알찬취업TV 서울시 중부남부기술교육원,290,694,2021-01-26T04:56:05Z,UC3WsiSGfHd39vNgGVtRHbgg,h7a1X0lf7NE
"선진뷰티사이언스 상장, 1월 4주차, 공모주 투자하신분들과 상장 후 매수하시려는 분들 들어와서 보세요",경제적 자유민족,2683,81900,2021-01-19T09:38:38Z,UCGQEzAvR0kOH5pj7aLI2f3w,F_85IcLkT0I
뷰티유튜버가... 크리스마스에 심심하면 벌어지는 일...... (메이크업 트리🎄탄생),ssin 씬님,93525,1490000,2020-12-25T08:57:05Z,UC5xK2Xdrud3-KGjkS1Igumg,9MzBlFEIzvs
"손예진, 한지민의 뷰티 시크릿?! 💜 메이크업 아티스트 모니카의 인생 여배우 1탄",아임모니카,13881,926,2020-12-17T11:00:31Z,UCbDghE2la4AMwNMutWV_1Bg,vaFF53hTVEM
"먹는 이너뷰티, 효과 있다⭕? 없다❌? (feat.피부과전문의)",DAISY 데이지,60431,533000,2021-01-21T11:35:38Z,UCIREieh5LH-N-jmZO27U7gA,NGSHLvLvm70
[Nail to You] 우리동네 네일 맛집 VLOG - 정원뷰티끄,사라센 nail art by SARACEN ,732,99000,2020-12-02T06:00:16Z,UCdD6yNxOu8t7F_SQlxiXouQ,tZ-75FMJgTg
셀럽뷰티2입욕제 #이유비 #김지민이 소개한 향기 좋은 크리스마스 입욕제,I'm BOMB,3486,12,2020-12-10T04:52:26Z,UCG-NnIJUjYX7p-qQfjPTQrA,XYpPlAJiy_o
뷰티데이~💕 아줌마 뽀글이 파마하기 (뒷구정동 패피),준아-Joona,311232,522000,2020-12-13T10:06:35Z,UCtAw_capWxrWWtSmizxLvhg,QK6EugHdNXQ
"일산미용학원 MBC아카데미뷰티학원/미용사(일반) 실기 샴푸 준비하는 법,  두피스케일링, 과제마무리 하는 방법!",일산 미용학원MBC아카데미뷰티스쿨,378,514,2021-01-22T03:22:24Z,UC8cJQP0us3fbSynnJue-YqA,AWy32sfcG98
[셀럽뷰티2] 혜린&#39;s 인마이파우치👛 피부케어+클렌징 추천🔥  현미경으로 직접 인증한 두피 비포애프터 비교샷까지!,셀럽뷰티,1857,17600,2020-12-18T09:30:01Z,UCcBWX2OmT2lAgbGxodFspoQ,PLLw4sy-crc
[광주 닥터뷰티의원] 가장 기억에 남는 환자 분?,dr.beauty닥터뷰티,422,,2020-12-08T09:08:42Z,UC16-yqg3ZYB69toDQ7um54Q,bRpT40eVJ_U
[메이플] 마네킹 사용법 쉽게 알려드림 | 뷰티어워즈 필수템,온앤온,23887,49500,2021-01-06T15:45:57Z,UCop7QCLcdzTpcYZzMu1mFAg,njtsyr2vgQo
"브랜드 다 말해도 돼요?? 레드벨벳 조이의 패션 &amp; 뷰티 스타일에 관한 모든 것! PPL, 광고 아닙니다*** QnA joy redvelvet| 얼루어코리아 Allure Korea",Allure Korea,508021,149000,2021-01-01T05:15:00Z,UCcTWmzBmvxAKtM1tQ0VMwZA,IqKZOFsoDIc
[문화꿈지기_오늘은 꿈.좋.알] EP02 뷰티부문 스페셜 멘토 뷰티크리에이터 킴닥스 님,tvN D ENT,1558,3510000,2021-01-21T06:00:07Z,UCsRIHt5FkbGc6cQtCxt-ufA,XgaeY2NAWCM
예쁜 색깔 파데는 조씨가 잘하지😎 아르마니 뷰티 디자이너 리프트,YOOTRUE ON AIR,213716,422000,2021-01-27T12:00:02Z,UCZCvbWrBFGQeZwf5qczqLFg,5wB4ZES9sPA
유튜브 5주년! 뷰티유튜버 눈물의 TMI+GRWM (살짝Q&amp;A)(+마켓공지) | 민스코 Minsco,Minsco 민스코,123015,515000,2020-12-12T11:18:34Z,UCTQGAYPtbnCEfW9IGx65kiw,3BM0n0_Gr44
"브랜드 다 말해도 돼요?? 레드벨벳 조이의 패션 &amp; 뷰티 스타일에 관한 모든 것! PPL, 광고 아닙니다*** QnA joy redvelvet| 얼루어코리아 Allure Korea",Allure Korea,508021,149000,2021-01-01T05:15:00Z,UCcTWmzBmvxAKtM1tQ0VMwZA,IqKZOFsoDIc
[메이플] 뷰티어워즈 멸망전 | 저는 아무튼 이겼습니다.,온앤온,49254,49500,2021-01-09T15:36:32Z,UCop7QCLcdzTpcYZzMu1mFAg,v7cnkH9IZfg
길뷰티의 데일리 무쌍 메이크업 | 파레트 하나로 완성하는 아이메이크업 | 길뷰팁 대방출,길뷰티Gil Beauty,7347,13400,2021-01-15T10:00:24Z,UCTD9TfBzmHnxTjfUoo2Decg,ez8IS-i8A40
2020 뷰티어워즈 투표현황!! 왜 이런 순위인지 알려드립니다 [메이플],공설,54163,46400,2020-12-13T08:59:24Z,UChGfskTKOXE7sigQyVr6GEQ,mwCHs3owcng
유튜브 5주년! 뷰티유튜버 눈물의 TMI+GRWM (살짝Q&amp;A)(+마켓공지) | 민스코 Minsco,Minsco 민스코,123015,515000,2020-12-12T11:18:34Z,UCTQGAYPtbnCEfW9IGx65kiw,3BM0n0_Gr44
코스닥 첫 상장! 선진뷰티사이언스 이성호 대표 / CEO를 만나다 / 매일경제TV,매일경제TV,1713,385000,2021-01-27T06:23:58Z,UCnfwIKyFYRuqZzzKBDt6JOA,tvUmslV8eZw
[힐링타임즈] 비누 하나 자르는게 이렇게 힘들 일이야..? | 🎬 NG 컷 모음 #02 🎬,뷰티포인트 Beauty Point,1683486,1040000,2021-01-22T07:00:07Z,UC5tFmE4Z5X2sAtp4tNkjOfA,Zh6vxZ5VE-E
[건양사이버대학교] 뷰티 유튜버 &#39;골드미르&#39; 진로상담 받고오다...? 🔔ㅣ 국가대표 출신 교수님이 알려주는 건양사이버대학교 글로벌뷰티학과👍🏻,건양사이버대학교,123,2160,2020-12-29T00:31:28Z,UCul7a5RIJZ1x57QSah92BqQ,cwxYXatKP-I
박서준으로 시작해 이진욱으로 끝나는 영화 / 나의 남친은... [뷰티인사이드 리뷰],무비 스토리텔러,15687,,2021-01-27T06:10:01Z,UCW9wBXxL-3OLimWOJJWfIAQ,ciSxgEgGM9U
💜 유하가 직접 불러봤어요 💜 &#39;웬디(Wendy) - Good bye (뷰티인사이드 OST)&#39;  커버 영상 || U HI 유하이,라잌댓 LIKE THAT,485480,64200,2020-12-27T23:00:17Z,UCIq7cqgQRXTXBQurJSeJJ9w,IgoqikBnGF4
"2021 뷰티어워즈 멸망전 [메이플스토리, 삼린이]",삼린,1777,86,2021-01-13T00:13:04Z,UCtZvvboRuK49zLdX4LPE-vA,Rog5Qxonb74
[SUB] 건강한 체중관리에 필요한 것들 🌿   Maintaining a Healthy Weight | 뷰티클라우드 유나 UNA,UNA 유나,100284,826000,2021-01-16T12:00:14Z,UC81bxgGwnjeN7pLPJFci9uw,ubdoJ1MfmJo
에스테틱 충성고객 만들기 : 고객을 세뇌시켜라!? (뷰티샵 마케팅),에스테틱 매출상승 연구소,3793,3660,2020-12-07T08:42:31Z,UCKPy_yP08wDslMM12dIj08Q,5Yyc1rF-45M
알로알로X셀럽뷰티,호텔인홈,432,850,2020-12-10T02:11:44Z,UCXpMbskeFfpigvjShHoj4Qg,13kAAFN1GFU
뷰티인사이드 서강준으로 등장해서 한효주 놀려 개혼남과 댓글모음,[29초 예능] 오맛스,13832,20800,2021-01-11T12:52:19Z,UCMaTQHxkJ_wGPTFQsTuQZSQ,-uJJU6lDA1U
【외국판 뷰티인사이드】 자고 일어났더니 내 몸이 변해있네..!? 하루에 한 번씩 다른 사람으로 태어나는 한 소년의 이야기 개-꿀잼!,씨네메이트:CINEMATE,31163,30100,2021-01-17T03:30:01Z,UCzAV-tkEiGM80i-R_GWeLxQ,0P8rQwilOlw
덴드로비움.석곡 개화🌸 #뷰티파라솔#삼관왕,난리치,1736,809,2021-01-01T04:08:08Z,UCusD44BD4QepydnA-ekOCoA,6FlnCgep6a8
짝눈 &amp; 눈비대칭 이걸로 끝! / 안검하수 교정운동 / 이너뷰티 휘연,이너뷰티 휘연,53089,28500,2020-12-11T08:56:44Z,UC_v75OS3VoBug9sM0r3CL7A,XxwV_LALmQc
샛별이랑 뷰티 크리에이터 도전ㅋㅋ,따규햅번,190262,463000,2020-12-08T08:10:45Z,UCoXoV4ebLAr30fSsCJsg4fQ,fCXzcQEzEl4
[메이플스토리 맑음] 일년에 딱 한번만 판매하는 2020뷰티어워즈 성형 &amp; 헤어 목록 최종 결과 공개! / 판매 일정 기간 정리,메이플스토리맑음,170499,165000,2020-12-23T05:29:07Z,UC1dHu9GhbHH7RcHKyJdaOvA,IAPAu6GoZGU
#댄스다이어트 #에어로빅#흥부자 2021 신나는 희정엄마 뷰티로빅 &quot;Dance diet aerobics!&quot;,Bless Life,11869,32100,2021-01-01T07:50:23Z,UC73r3VKwF22ieBsFTYjig5g,6MN9-KZpm04
"1,000원 한장 / 손톱 연장 / 알리 / 풀뷰티젤 리뷰 / 구독자요청 [ aliexpress ]",비빔티비-토이푸들 홍이와의 일상,128,101,2021-01-14T06:22:24Z,UCXXWFYWJA2T8gtaghrsC7wg,Rqu_yUc7yKs
"송지효, 차예련의 뷰티 시크릿! 💜 메이크업 아티스트 모니카의 인생 여배우 2탄",아임모니카,2811,926,2020-12-24T11:00:21Z,UCbDghE2la4AMwNMutWV_1Bg,sLvlY4aEjew
메이플 역대급 쿠폰 보상! 마네킹에 뷰티 어워즈 쿠폰까지 실화냐..?,글자네 YouTube,79903,539000,2020-12-10T11:08:44Z,UCb5NLtXAsTBrmaZVhyFa-Wg,2yWz6hKHVRA
곡선 파티션으로 포인트 ! 19평 멀티뷰티샵 인테리어💅🏻💆🏼‍♀️,인테리어디자인 엘리멘탈,732,,2021-01-04T12:28:45Z,UCgFu8n9bKglRq1KyVhAnpig,jdMJwdAlVM4
[차홍의 소소뷰티]특별한 일상을 위해 꽈배기 번 스타일링 l Twisted doughnut bun styling for a special day,차홍 CHAHONG,16701,348000,2021-01-22T08:00:20Z,UCoJ_56-OMSe_jrp42ClhODA,XLwE5ZitogE
[VLOG] 방송뷰티메이크업과 졸업전시회 브이로그💄 준비부터 뒷정리까지 함께 구경해요🙌🏻,유네영Yoonhye0,5873,38300,2021-01-21T08:00:08Z,UC73zBXu2PBVFtY4VQloUmXw,hSx0hRNkEmg
🍀✨뷰티라인성형외과 상담실장이 알려주는 발품상담 고수되는 꿀팁✨🍀,뷰티라인성형외과,955,721,2021-01-14T07:22:50Z,UClJua7qwgGCJIbWOf_dafow,EaITRRJUeqg
"[차홍 뷰티]중,단발 스타일링 몰아보기💁‍♀️ | Medium short hair styling binge viewing",차홍 CHAHONG,298294,348000,2021-01-29T08:00:10Z,UCoJ_56-OMSe_jrp42ClhODA,I-KD-huypc4
왓츠인마이백👜 유스뷰티크루 #겨울편 #New가방소개!,Yoo's Beauty 희주,158857,776000,2020-12-24T13:00:02Z,UCgCxYP5uSCNyFTV-PEbKhew,9KV9wLPB3uA
뽕뷰티 경락 마사지 받기 (뽕숭아 학당29회) #장민호 편집컷,jooin쥬인,4017,19900,2020-12-08T05:33:02Z,UCBHt4kgry2Ve8x9ZWwv3wuw,gFAnF8PgMSc
길뷰티의 데일리 셀프 메이크업 | 1석3조 파레트 메이크업 | 길뷰티가 ❣️주관적❣️으로 좋아하는 메이크업,길뷰티Gil Beauty,5617,13400,2021-01-22T10:00:06Z,UCTD9TfBzmHnxTjfUoo2Decg,KQVjeAWCtkY
상지대학교 뷰티디자인학과,miro,101,34,2020-12-11T02:35:04Z,UClAVMnhSpE6pokrw5u2IVRg,Kd2Hq6UihEs
목소리) 속눈썹연장의 핵심은 글루! 아트뷰티 인생 글루를 소개합니다,아트뷰티대구,2398,6160,2020-12-12T19:45:48Z,UCSNmiVIfzDC-GdWnKL2YMhg,veZN9SKMoFY
코로나가 바꾼 2021 화장품 뷰티 트렌드 싹 정리해드릴게요 (feat. 화장품 마케팅 전략),뷰트로,3499,1070,2021-01-10T12:17:57Z,UCxYCrzOG0s-fXHKxLAdwcYA,4gwzVrPUGUA
[🔀랜덤픽] 서현진X이다희 🙋이 조합 찬성 완전 찬성｜뷰티 인사이드(The Beauty Inside)｜JTBC 181120 방송 외,DRAMA Voyage,240368,250000,2021-01-21T08:58:37Z,UCKuwp52MjSk-zeFRpchSheg,Yj3Sd1bgRIs
위뷰티와 만나면 누구나 #여신 #민낯여신,골근위수영뷰티아카데미,229010,622000,2021-01-15T11:04:21Z,UC854UQk63V8afMRnhcH_C7g,tnebbPoBBOI
[EP10] 틀었다 하면 매진! 전설의 화장품💄 홈쇼핑 뷰티 삼대천왕｜에이지투웨니스｜AHC아이크림｜마데카크림,유리하다,129145,55000,2021-01-21T11:45:43Z,UCgDgtCXMcNZ51QZ16K3M5cQ,ZICneoWQE9I
히피펌 하는법 열펌연화2편 [뷰티마스터 윤지연TV],뷰티마스터 윤지연TV • beauty master YooN tv,9196,5500,2021-01-12T03:23:50Z,UCsH5y3cpE-bgCX0PR0m9jvA,5UUaAK0o3Yg
뷰티화보촬영 : 컬러 뷰티화보 프로필 촬영 (Photography / Beauty / Editorial / 젤라틴필터 / 라이팅 / 조명 / 강좌),mayjin,1198,2180,2021-01-24T02:00:02Z,UCHyZF1RaN6Dmr8NwnbY9QJw,MkZ8lnY6fFM
[유한대학교] 의료뷰티학과 소개 영상,유한대학교,1930,1470,2020-12-23T03:44:33Z,UCA5VD_0BbiKgx6MFVCQnQZA,1TL_HJkB1KM
스타로 만들어 줄 뷰티 꿀팁 || 123 GO! GOLD의 여성을 위한 재미있는 꿀팁,123 GO! GOLD Korean,77260,159000,2021-01-07T07:00:15Z,UClnx4sXvG3g4PRTrQh_M32g,cj6fCGI58GU
2020 잘썼다 뷰티템 10가지!!!!! 청담동메이크업샵ㅣ데일리메이크업ㅣ틴트추천ㅣ물광피부ㅣ아이돌글리터ㅣ쿨톤블러셔추천ㅣ쿨톤메이크업ㅣ섀도우추천ㅣ오마이걸메이크업,뷰티멘토진아,9961,3370,2021-01-03T10:16:44Z,UCAg3fKxk9ExBsIjJ_ONeEoA,wjTWKRQ2Q5U
✨뷰티라인직원들이 직접하고 보여준다! 👀✨ 병원선택이어려우신 분들에게 직원들 찐후기로 시원하게🌊 답변해드릴께요🌈💛,뷰티라인성형외과,1671,721,2021-01-19T06:08:02Z,UClJua7qwgGCJIbWOf_dafow,uGw_aZ3xJRw
[메이플스토리] 2020뷰티어워즈 / 코디추천 / 믹염추천 / 메린이 코디추천 / 뷰티어워즈 코디추천,기냥봄,2456,410,2021-01-06T05:00:02Z,UC2IYOfa5cDDAxXfRBEJmyTA,FcixokWhnwM
유진 뷰티앤부티 궁테라피 오일 in chinese,NAC BEAUTY KOREA,1834,2460,2021-01-08T05:12:20Z,UCVqmBUCoohdvKzEgLeCZKkg,EC4PHqe2Ht0
"일상 브이로그, 뷰티 콘텐츠를 찍기 좋은 카메라는?ㅣEOS M6 Mark II, G7X Mark II 리얼후기ㅣ📷라몽ㅣ캐리에이터 시즌3",캐논TV - Canon Korea,579,61700,2021-01-21T05:00:05Z,UCzRW5RWMLdRQjwTuZLl5yfg,TQVK1xoZrb4
[라떼말이야] 동동구리무 크림부터 오늘 날 k-뷰티 화장품이 탄생하기까지! 우리나라 화장품 정착기💋💄 #라떼말이야 #MSG (MBC 141005 방송),MSG,13550,140000,2020-12-09T08:00:24Z,UC5VwfW8NJ4SXTXje7TCEnxw,jb79bMqXlgw
"스타트업, 요즘 뜨는 뷰티 산업 사업 아이템 Best7",미핑캠퍼스,1703,10100,2021-01-27T14:56:05Z,UCiP90LDfH8eXdxC7rBLD2BA,jz8E7C9BXUA
[뷰티앤부티 시즌5] 펜트하우스에 출연중인 유진이 추천한 대박 뷰티템은?,bemate,29397,,2020-12-23T08:36:12Z,UCfYumPek-Eth8ijMx7eVZ6A,HZ_bXaUg5O0
"스타트업, 요즘 뜨는 뷰티 산업 사업 아이템 Best7",미핑캠퍼스,1703,10100,2021-01-27T14:56:05Z,UCiP90LDfH8eXdxC7rBLD2BA,jz8E7C9BXUA
"아모레퍼시픽, CES 수상…K뷰티 위상↑",서울경제TV 쎈 이코노미,644,43600,2021-01-12T10:21:47Z,UC7a1BbKxreQTP8ZmaWCEWjw,OWVy_bq8VFI
김포대학교 경기꿈의대학 뷰티(아나운서)계열 진로 및 진학 소개,김포대학교글로벌케이컬쳐센터,75,40,2021-01-18T02:53:18Z,UCcG0bwHPDmElMedAWNFkirg,KAlJ6VR11K4
[Ryubae TV](ENG SUB) 겟잇뷰티 유진 예쁜얼굴 더 예쁘게 만들기  K-beauty for small face in getitbeauty TV Show 얼굴축소 경락,RYUBAE TV,1769,2490,2020-12-11T06:41:30Z,UCh-ghQRmOMpn9yHkHhP1m6w,NuWUIYdxyXw
[SUB]&quot;유튜브 보고 창업하면 쇠고랑 찬다!&quot; 현직 뷰티 CEO가 알려주는 화장품 창업의 현실과 비장의 한 수 | #뷰티팩트체크 #화장품은과학이다 #안언니,화장품은 과학이다 by 안언니,50764,44400,2021-01-01T11:00:17Z,UCCuXPHou1JQfRKM40q5tG8w,wn7PO0J7b0g
안동과학대학교 주니어 헤어 스타일리스트반 (뷰티아트과) 홍보 영상,안동과학대학교 링크플러스사업단,126,12,2021-01-12T07:56:05Z,UCuhKMPtB9MOoLFOwsqInlKg,DI4a4f1YEk4
뷰티포인트로 화장품만 구매하세요?,정가거부,3675,62300,2021-01-06T12:32:06Z,UC1KHW0JH7zToxC2H69axgzw,6QVVXLXg7LE
[고수뷰티] 누가 봐도 생일인 애 메이크업 (많이 나댐 주의),고수뷰티 GOSOO BEAUTY,10191,56700,2021-01-12T05:37:05Z,UC53ZbBCHU_N49ykaxeCcAGg,ZXSRIeDfp5E
✧뷰티업계 단군신화✧ &quot;2021년 뷰티트렌드&quot;를 간파하다 :D,메이뷰티TV,2901,642,2021-01-26T04:26:41Z,UCgf1y6BtOwHGHs3XChbsRiQ,-cTmznkoSfc
"헤어뷰티 실습 수업 / 미용, 메이크업 / 미용실, 메이크업실, 화장품회사, 웨딩숍 / 2021년 상반기 교육생 모집 / 주간1년, 야간6개월",알찬취업TV 서울시 중부남부기술교육원,315,694,2021-01-26T04:19:46Z,UC3WsiSGfHd39vNgGVtRHbgg,zXtJTeJgpGE
뷰티아나 광안리 랜선집들이/바다뷰 그림하우스,뷰티아나,10723,4050,2020-12-21T23:00:17Z,UCBTayhjI5yr6MwhEqIjmnjA,m_lQmwDSDNg
정부 &quot;K뷰티  新성장동력으로 키운다&quot;...2024년 글로벌 3위 목표 / 머니투데이방송 (뉴스),MTN 머니투데이방송,4193,853000,2021-01-27T09:27:42Z,UClErHbdZKUnD1NyIUeQWvuQ,1JbDYIMedpQ
셀럽뷰티2  EXID 혜린 PICK한 마스크전용크림 마스케어 칼라민,나이스뷰티,532,,2020-12-11T07:50:40Z,UCBX3ssGZwvZy-QdzrZboy-w,xilNDsYouf8
알리익스프레스 인기있는  여성뷰티제품 베스트 9,슬기로운 알리생활,1333,72,2021-01-04T10:21:23Z,UC5lu1-pm1HOhIrbxYJpimVw,k2cHnvP5LnI
유원대학교 뷰티케어학과 20년졸업작품,허정록,162,8,2021-01-03T04:36:30Z,UCILSQDeIqzsXJrRlu5XUo6g,J5IPReUXfeM
[남서울대학교] 뷰티보건학과 홍보영상,뷰티킹,484,106,2021-01-29T02:37:43Z,UCogaDlIWrtbFBfkpH3bTM6Q,Z0eI1OBGIKk
[셀럽뷰티2] 요즘 비비크림 누가 쓰냐고?! 셀럽들이 아직도 비비크림은 선호하는 이유!! 👊,셀럽뷰티,39022,17600,2020-12-29T09:00:10Z,UCcBWX2OmT2lAgbGxodFspoQ,1SbCjtnmHKY
"K뷰티- 명품화장품 없이도, 겨울철☃️꿀 피부만들기",뷰티라이프,5766,41100,2020-12-11T02:00:08Z,UCoSeO02C4EqkIS2z1QgiGcw,YzAZ4Q45Pj4
임뷰티 아카데미 속눈썹 펌,임뷰티아카데미,1739,6940,2021-01-14T06:26:42Z,UCL33cbIY9IBJYDpvC1ZZnfQ,1lipK4aEGwY
셀럽뷰티2 EXID 혜린 PICK 마스크전용크림  유튜브 F,나이스뷰티,26529,,2020-12-15T09:18:40Z,UCBX3ssGZwvZy-QdzrZboy-w,HCbDeWBcBdA
[광고] 청하와 돌체앤가바나 뷰티의 눈부신 순간,엘르 코리아_ELLE KOREA,7019,273000,2021-01-14T05:05:12Z,UCchRZl7m_2EZgY60m9qNPDg,5UDkYb7AmFU
[MV] 영화 &#39;뷰티인사이드&#39; 뮤직비디오 (저녁하늘 - 에일리),박스타,5410,9,2021-01-28T21:54:27Z,UCjEU3gJlLLJWSqQMDjUQO8w,snUvXA7YkDs
조승우X전미도 - 뷰티인사이드,세나의 취향,6763,746,2020-12-10T09:47:57Z,UCvDgBRxZwDw8j39g-6_ZBCw,HmCrXKyRwxs
수성대학교 뷰티스타일리스트과 LINC+ 2020 학습성과발표회,세이 sei,322,132,2021-01-13T08:17:14Z,UChMzdvhmg_Td9RNNM-gt_2A,P6MWq0fZH_A
"이성을 유혹하기 위한 최초의 뷰티템│인류 최초의 화장품, 향수의 역사",교양만두,1114347,635000,2021-01-21T10:00:14Z,UC1-lwASmWqqU1V_WLNIRALw,qZqkHvfsVRA
김기수의 뷰티119) 다같은 여쿨이 아닙니다. 여쿨인데 핑크가 안 어울리는당신이 꼭 봐야할영상/ 김기수,김기수,21303,118000,2020-12-05T16:26:56Z,UCmsRD5l54nq9pox_3B7KhCg,qnCYLOy23OY
cc) 흑발기념 쿨톤 메이크업💜(+세포라 미니하울 / 후다뷰티 / 블러셔팔레트 / 아나스타샤 하이라이터) / SEPHORA Mini Haul Makeup I 루치나Luchina,루치나Luchina,3039,30700,2020-12-05T13:00:06Z,UCiq0nGwJLhPDRLSIQS0TNDA,Hnc6-mCxQTE
[뷰티피아by잔스]하루 5분 간단 마사지로 작은 얼굴 만들기!,뷰티피아잔스경락,965,1490,2021-01-09T02:14:08Z,UCi9JvwQM4IUjz3tMe8kL9Ug,HiWv1x7LzCg
[뷰티예능] 힙하게 플렉스2_ep8 날 따라 해바요 요렇게~~,양스타TV,1539,2600,2021-01-18T02:53:10Z,UCyWyxO2UyTy9p1ujp3oTHMg,eQWHlCXHYNE
2020 뷰티 연말결산 pick✨💄인생템까지 BEST 추천템 Top6,민가든,24108,235000,2020-12-07T01:00:08Z,UCr_QBNzvSm_a7mreIpTregw,hHJCOtU_fgY
제품연출컷_뷰티촬영은 머 그냥 이렇게 하는거다. (kabian studio),kabian studio,2216,139,2021-01-11T10:40:12Z,UCJT6IplxhJV9GOxkrHpBmnQ,sg8toiFo51Y
"구독자 수가 무려 1000만 명🙀 중국 뷰티 산업을 붙잡고 있는 뷰티 크리에이터 &#39;왕훙&#39;, 그 전망은? | #tvnShift #사피엔스",사피엔스 스튜디오,1566,1290000,2021-01-11T01:03:00Z,UC-9RQCJ0gS_Kgt7J0SVrE8w,0fuJRpBxDj4
아모띠 뷰티유튜버 따라잡기 (운동하는 남자 필수 아이템! ),아모띠,16211,43700,2020-12-27T12:30:11Z,UCx9XehuwNHLqWPt4U0t0LRA,pU3kJazMgXM
"[VLOG] 뷰티블로거의 일상 브이로그 (네이버 뷰스타 선정기준, 네이버 인플루언서, 뷰티블로거, 집콕브이로그, 일상브이로그, 주부브이로그, 부캐의 삶)",찌니풀 JJINIFUL,1815,1000,2020-12-20T14:04:33Z,UCAIz-PTYjMPzM-QVWYmlrDg,h6SKP3t536I
민낯뷰티 아카데미의 반영구 수강은 이렇습니다.,반영구의 모든 민낯_ 최민낯TV (민낯뷰티),15048,7380,2021-01-25T05:59:49Z,UCjye-yA-LIb7WXKRnGR-fzA,k7Wmcgco8lo
"택배 같이 언박싱해요📦 (펜티뷰티 신상,힌스, 미네스트, 원씽 토너)✨",하영 Hayoung Story,3308,1890,2021-01-12T11:21:14Z,UCVj5KkzLcxfRXASJtGlLIvg,t1BZEmhe4u0
뷰티119) 여름쿨톤과 여름쿨딥톤의 차이점/ 김기수,김기수,61910,118000,2021-01-24T10:23:58Z,UCmsRD5l54nq9pox_3B7KhCg,Roqp6nHUAkw
덕질로 시작하는 새해 리뷰💄펜티뷰티 글로스밤 크림 (feat.하고 싶은 거 다 해도 괜찮아) | FENTY BEAUTY GLOSS BOMB CREAM | 배유진 YUJIN B,배유진 YUJIN B,845,,2021-01-07T08:08:19Z,UCqi-Ypf_Fhh_JG0VrvMGXOg,CKYfGDRS4Jk
여자들을 위한 멋진 헤어스타일과 뷰티 꿀팁 || 123 GO! SCHOOL의 재미있는 헤어 트러블과 트릭,123 GO! SCHOOL Korean,119814,213000,2020-12-16T17:00:20Z,UC8dcLKPaHbh7qHOB-EuOiBA,epPQ_wt_Qhs
#25 뷰티일러스트 [beauty illustration]#아이돌메이크업 #여자아이들민니 #민니 #무대메이크업 #메이크업일러스트 #인물화 #색연필화,뷰티온니BeautyOnly,134,1770,2020-12-20T13:39:50Z,UCfI7qe3qLiKaC28gVMeTadw,jtW4lDlNJIc
[베리뷰티] 준비일상,베리일상,91,38,2021-01-15T03:18:27Z,UC1ysqjt8oGd4mbYNXvJuRdg,tnLpHJrceTY
Sub) 영화 &#39;뷰티 인사이드&#39; 보셨나요? 여러분은 인생영화가 뭐예요?,박서아TV,68790,538000,2021-01-19T10:29:28Z,UCV7uxZdHAS3y3qZ7iqTlTYQ,9XduZal9lc0
긴머리에서 단발머리로 싹둑!/청담동미용실 아우라뷰티 종관쌤의 실전살롱워크,종관쌤,3377,6420,2021-01-03T01:45:41Z,UC15_GPXrm3mytabJhow-lmg,jKvHB8ej_54
#28 아이메이크업 #뷰티일러스트 [beauty illustration] #컬러아이라인 #눈그림 #이목구비그리기,뷰티온니BeautyOnly,103,1770,2020-12-29T14:59:59Z,UCfI7qe3qLiKaC28gVMeTadw,pnZEBe__aMc
멋진 뷰티 앤 메이크업 꿀팁 || 여성스러운 꿀팁과 뷰티 트릭 by 123 GO!,123 GO! Korean,61303,446000,2020-12-21T14:15:32Z,UCU-7SdeUYlujznoTRHDttew,c7wzEwrYkHg
[오늘의공모주] 선진뷰티사이언스 청약간단분석(청약마감일: 1/19),공모주 한잔,10804,28000,2021-01-15T07:00:05Z,UC8kMkLj4kAqMTeOeVQgxyUg,VdUBjSpqKpc
뷰티디바이스 유튜버가 알려주는 홈케어기기 관리방법 &amp; 주의사항 꿀팁,뷰티학도 보배 BOBAEE,5457,2840,2021-01-24T06:28:52Z,UCcEu7AnBDBrM9MsPUQaCvqg,szsfZ1_vxdc
"홍이모의 뮤즈💜최강 스타일리시 모델 이유✨의 뷰티시크릿, 예쁜악세서리,소품 feat. 그녀의 패션센스 훔쳐보기!",Hong's MakeuPlay,44567,157000,2021-01-15T12:45:02Z,UCW67yGQxNNMnLqRHyaTjygA,hgBOSgb9hu0
